inv_no,inv_date,ship_date,cust_id,customer,amount,memo,month
INV-250279,2025-01-30,2025-01-29,C1022,Medina Auto Group,10572.37,Standing order,2025-01
INV-250280,2025-01-30,2025-01-30,C1023,Midwest Stadium Services Inc.,13907.02,,2025-01
INV-250281,2025-01-30,2025-01-29,C1030,Sandusky Marine and Supply,18646.61,,2025-01
INV-250282,2025-01-30,2025-01-30,C1040,Youngstown Metal Works Inc.,14480.42,,2025-01
INV-250283,2025-01-31,2025-01-30,C1007,Eastgate Office Partners,1772.94,,2025-01
INV-250284,2025-01-31,2025-01-31,C1032,Stark County Services,10622.68,,2025-01
INV-250285,2025-01-31,2025-01-31,C1036,University Circle Services,2180.12,Standing order,2025-01
INV-250286,2025-01-31,2025-01-31,C1039,Willoughby Tech Center,15184.55,PO 46051,2025-01
INV-250287,2025-01-31,2025-01-30,C1040,Youngstown Metal Works Inc.,2630.27,,2025-01
INV-250288,2025-01-31,2025-01-31,C1040,Youngstown Metal Works Inc.,13375.24,Standing order,2025-01
INV-250289,2025-02-03,2025-02-02,C1002,Bayview Medical Center Inc.,8516.05,,2025-02
INV-250290,2025-02-03,2025-02-03,C1002,Bayview Medical Center Inc.,19988.13,,2025-02
INV-250291,2025-02-03,2025-02-02,C1006,Delmar Janitorial Services LLC,5883.73,,2025-02
INV-250292,2025-02-03,2025-02-03,C1008,Evergreen Senior Living Inc.,8010.54,,2025-02
INV-250293,2025-02-03,2025-02-03,C1011,Garfield Industrial Company,14558.21,,2025-02
INV-250294,2025-02-03,2025-02-02,C1014,Harborview Apartments LLC,14096.89,Standing order,2025-02
INV-250295,2025-02-03,2025-02-03,C1014,Harborview Apartments LLC,5508.69,Standing order,2025-02
INV-250296,2025-02-03,2025-02-02,C1018,Kent Valley Hospital,10689.26,Standing order,2025-02
INV-250297,2025-02-03,2025-02-03,C1023,Midwest Stadium Services Inc.,8427.52,,2025-02
INV-250298,2025-02-03,2025-02-03,C1024,North Coast Restaurants LLC,11215.15,,2025-02
INV-250299,2025-02-03,2025-02-02,C1025,Oak Ridge Office Parks,28177.97,PO 48140,2025-02
INV-250300,2025-02-03,2025-02-03,C1031,Shaker Square Retail Partners,14918.49,Standing order,2025-02
INV-250301,2025-02-03,2025-02-03,C1036,University Circle Services,39198.0,,2025-02
INV-250302,2025-02-03,2025-02-03,C1038,Westlake Commercial Cleaning Company,10662.83,Standing order,2025-02
INV-250303,2025-02-03,2025-02-03,C1038,Westlake Commercial Cleaning Company,6162.87,Standing order,2025-02
INV-250304,2025-02-03,2025-02-03,C1038,Westlake Commercial Cleaning Company,13805.16,Standing order,2025-02
INV-250305,2025-02-04,2025-02-04,C1002,Bayview Medical Center Inc.,17514.69,,2025-02
INV-250306,2025-02-04,2025-02-03,C1003,Cardinal Hospitality Group LLC,9675.27,Standing order,2025-02
INV-250307,2025-02-04,2025-02-04,C1007,Eastgate Office Partners,17020.52,,2025-02
INV-250308,2025-02-04,2025-02-04,C1008,Evergreen Senior Living Inc.,15688.9,,2025-02
INV-250309,2025-02-04,2025-02-04,C1018,Kent Valley Hospital,32504.44,Standing order,2025-02
INV-250310,2025-02-04,2025-02-03,C1026,Parma Community College,23390.36,PO 41783,2025-02
INV-250311,2025-02-04,2025-02-04,C1032,Stark County Services,11239.81,,2025-02
INV-250312,2025-02-04,2025-02-04,C1033,Summit Healthcare Group Inc.,12870.38,Standing order,2025-02
INV-250313,2025-02-04,2025-02-04,C1040,Youngstown Metal Works Inc.,5274.88,,2025-02
INV-250314,2025-02-05,2025-02-05,C1014,Harborview Apartments LLC,5759.32,,2025-02
INV-250315,2025-02-05,2025-02-05,C1014,Harborview Apartments LLC,1645.65,,2025-02
INV-250316,2025-02-05,2025-02-05,C1023,Midwest Stadium Services Inc.,7672.55,Standing order,2025-02
INV-250317,2025-02-05,2025-02-04,C1030,Sandusky Marine and Supply,6336.75,,2025-02
INV-250318,2025-02-05,2025-02-05,C1035,Twinsburg Industrial Park LLC,17794.76,PO 45129,2025-02
INV-250319,2025-02-05,2025-02-05,C1038,Westlake Commercial Cleaning Company,2263.67,PO 47963,2025-02
INV-250320,2025-02-05,2025-02-05,C1038,Westlake Commercial Cleaning Company,7284.07,PO 46683,2025-02
INV-250321,2025-02-06,2025-02-05,C1002,Bayview Medical Center Inc.,9847.46,,2025-02
INV-250322,2025-02-06,2025-02-06,C1002,Bayview Medical Center Inc.,18729.89,Standing order,2025-02
INV-250323,2025-02-06,2025-02-06,C1002,Bayview Medical Center Inc.,1032.24,,2025-02
INV-250324,2025-02-06,2025-02-06,C1008,Evergreen Senior Living Inc.,24389.25,,2025-02
INV-250325,2025-02-06,2025-02-06,C1012,Great Lakes Logistics Inc.,5866.93,,2025-02
INV-250326,2025-02-06,2025-02-06,C1026,Parma Community College,27092.49,Standing order,2025-02
INV-250327,2025-02-06,2025-02-05,C1027,Pinnacle Building Services Inc.,7527.77,,2025-02
INV-250328,2025-02-06,2025-02-06,C1029,Riverside Fitness Clubs LLC,3328.2,,2025-02
INV-250329,2025-02-06,2025-02-06,C1036,University Circle Services,12334.45,PO 40225,2025-02
INV-250330,2025-02-06,2025-02-05,C1040,Youngstown Metal Works Inc.,52176.39,,2025-02
INV-250331,2025-02-06,2025-02-05,C1040,Youngstown Metal Works Inc.,12819.79,Standing order,2025-02
INV-250332,2025-02-06,2025-02-06,C1040,Youngstown Metal Works Inc.,5745.71,,2025-02
INV-250333,2025-02-07,2025-02-07,C1007,Eastgate Office Partners,22764.64,,2025-02
INV-250334,2025-02-07,2025-02-06,C1011,Garfield Industrial Company,20117.71,PO 48441,2025-02
INV-250335,2025-02-07,2025-02-07,C1011,Garfield Industrial Company,6427.56,,2025-02
INV-250336,2025-02-07,2025-02-07,C1012,Great Lakes Logistics Inc.,7867.4,,2025-02
INV-250337,2025-02-07,2025-02-07,C1012,Great Lakes Logistics Inc.,6583.49,,2025-02
INV-250338,2025-02-07,2025-02-07,C1016,Highland Manufacturing Company,4500.47,,2025-02
INV-250339,2025-02-07,2025-02-06,C1020,Lorain Distribution Company,14612.56,PO 45263,2025-02
INV-250340,2025-02-07,2025-02-06,C1026,Parma Community College,1313.11,PO 40348,2025-02
INV-250341,2025-02-07,2025-02-07,C1030,Sandusky Marine and Supply,4263.52,,2025-02
INV-250342,2025-02-07,2025-02-07,C1031,Shaker Square Retail Partners,21467.89,,2025-02
INV-250343,2025-02-07,2025-02-07,C1034,Tri-State Warehouse Company,17812.7,,2025-02
INV-250344,2025-02-07,2025-02-07,C1035,Twinsburg Industrial Park LLC,16320.78,Standing order,2025-02
INV-250345,2025-02-07,2025-02-07,C1039,Willoughby Tech Center,8203.1,Standing order,2025-02
INV-250346,2025-02-10,2025-02-10,C1006,Delmar Janitorial Services LLC,5563.14,,2025-02
INV-250347,2025-02-10,2025-02-10,C1012,Great Lakes Logistics Inc.,23726.81,,2025-02
INV-250348,2025-02-10,2025-02-09,C1012,Great Lakes Logistics Inc.,6774.01,,2025-02
INV-250349,2025-02-10,2025-02-10,C1018,Kent Valley Hospital,3925.87,PO 43991,2025-02
INV-250350,2025-02-10,2025-02-09,C1025,Oak Ridge Office Parks,35818.62,,2025-02
INV-250351,2025-02-10,2025-02-10,C1026,Parma Community College,5387.92,,2025-02
INV-250352,2025-02-10,2025-02-09,C1030,Sandusky Marine and Supply,3366.86,PO 43084,2025-02
INV-250353,2025-02-10,2025-02-09,C1038,Westlake Commercial Cleaning Company,5190.18,,2025-02
INV-250354,2025-02-10,2025-02-10,C1040,Youngstown Metal Works Inc.,12893.19,,2025-02
INV-250355,2025-02-11,2025-02-10,C1002,Bayview Medical Center Inc.,9319.51,PO 49945,2025-02
INV-250356,2025-02-11,2025-02-11,C1004,Cedar Point Facility Services,9542.77,,2025-02
INV-250357,2025-02-11,2025-02-10,C1004,Cedar Point Facility Services,23564.97,,2025-02
INV-250358,2025-02-11,2025-02-11,C1005,Clearwater Janitorial Company,6143.05,PO 45705,2025-02
INV-250359,2025-02-11,2025-02-11,C1008,Evergreen Senior Living Inc.,15783.44,Standing order,2025-02
INV-250360,2025-02-11,2025-02-10,C1008,Evergreen Senior Living Inc.,2092.57,,2025-02
INV-250361,2025-02-11,2025-02-11,C1011,Garfield Industrial Company,30262.04,Standing order,2025-02
INV-250362,2025-02-11,2025-02-11,C1018,Kent Valley Hospital,3352.57,PO 40929,2025-02
INV-250363,2025-02-11,2025-02-11,C1022,Medina Auto Group,11544.8,,2025-02
INV-250364,2025-02-11,2025-02-10,C1023,Midwest Stadium Services Inc.,15027.21,,2025-02
INV-250365,2025-02-11,2025-02-11,C1025,Oak Ridge Office Parks,4606.52,Standing order,2025-02
INV-250366,2025-02-11,2025-02-11,C1030,Sandusky Marine and Supply,6544.85,,2025-02
INV-250367,2025-02-11,2025-02-11,C1035,Twinsburg Industrial Park LLC,22101.39,,2025-02
INV-250368,2025-02-12,2025-02-12,C1002,Bayview Medical Center Inc.,2821.73,Standing order,2025-02
INV-250369,2025-02-12,2025-02-11,C1012,Great Lakes Logistics Inc.,5519.08,,2025-02
INV-250370,2025-02-12,2025-02-11,C1012,Great Lakes Logistics Inc.,38033.89,,2025-02
INV-250371,2025-02-12,2025-02-12,C1016,Highland Manufacturing Company,4799.56,PO 48776,2025-02
INV-250372,2025-02-12,2025-02-12,C1033,Summit Healthcare Group Inc.,6712.14,PO 42928,2025-02
INV-250373,2025-02-12,2025-02-11,C1035,Twinsburg Industrial Park LLC,25204.29,,2025-02
INV-250374,2025-02-12,2025-02-12,C1040,Youngstown Metal Works Inc.,10410.2,,2025-02
INV-250375,2025-02-13,2025-02-12,C1003,Cardinal Hospitality Group LLC,35224.75,,2025-02
INV-250376,2025-02-13,2025-02-12,C1003,Cardinal Hospitality Group LLC,11101.37,Standing order,2025-02
INV-250377,2025-02-13,2025-02-12,C1003,Cardinal Hospitality Group LLC,7673.45,Standing order,2025-02
INV-250378,2025-02-13,2025-02-13,C1003,Cardinal Hospitality Group LLC,11290.2,,2025-02
INV-250379,2025-02-13,2025-02-13,C1011,Garfield Industrial Company,14630.07,,2025-02
INV-250380,2025-02-13,2025-02-13,C1012,Great Lakes Logistics Inc.,27219.71,Standing order,2025-02
INV-250381,2025-02-13,2025-02-12,C1018,Kent Valley Hospital,7214.72,PO 45658,2025-02
INV-250382,2025-02-13,2025-02-13,C1021,Maple Heights Facilities LLC,10313.95,PO 49300,2025-02
INV-250383,2025-02-13,2025-02-13,C1033,Summit Healthcare Group Inc.,6084.38,,2025-02
INV-250384,2025-02-13,2025-02-13,C1035,Twinsburg Industrial Park LLC,11972.61,,2025-02
INV-250385,2025-02-13,2025-02-13,C1035,Twinsburg Industrial Park LLC,9628.05,PO 44820,2025-02
INV-250386,2025-02-13,2025-02-13,C1040,Youngstown Metal Works Inc.,11171.86,,2025-02
INV-250387,2025-02-14,2025-02-14,C1011,Garfield Industrial Company,7052.61,PO 46948,2025-02
INV-250388,2025-02-14,2025-02-14,C1022,Medina Auto Group,4306.15,,2025-02
INV-250389,2025-02-14,2025-02-13,C1022,Medina Auto Group,10609.84,,2025-02
INV-250390,2025-02-14,2025-02-14,C1029,Riverside Fitness Clubs LLC,38641.46,,2025-02
INV-250391,2025-02-14,2025-02-14,C1030,Sandusky Marine and Supply,1284.24,,2025-02
INV-250392,2025-02-14,2025-02-13,C1033,Summit Healthcare Group Inc.,23574.96,PO 42990,2025-02
INV-250393,2025-02-14,2025-02-14,C1033,Summit Healthcare Group Inc.,6411.82,,2025-02
INV-250394,2025-02-14,2025-02-14,C1034,Tri-State Warehouse Company,7136.81,,2025-02
INV-250395,2025-02-14,2025-02-13,C1035,Twinsburg Industrial Park LLC,8383.41,,2025-02
INV-250396,2025-02-14,2025-02-13,C1038,Westlake Commercial Cleaning Company,5748.84,Standing order,2025-02
INV-250397,2025-02-17,2025-02-17,C1002,Bayview Medical Center Inc.,26437.24,,2025-02
INV-250398,2025-02-17,2025-02-17,C1002,Bayview Medical Center Inc.,6021.85,,2025-02
INV-250399,2025-02-17,2025-02-17,C1004,Cedar Point Facility Services,5485.96,,2025-02
INV-250400,2025-02-17,2025-02-17,C1014,Harborview Apartments LLC,4768.69,PO 45478,2025-02
INV-250401,2025-02-17,2025-02-17,C1019,Lakeshore Cleaning Services Inc.,5762.31,,2025-02
INV-250402,2025-02-17,2025-02-17,C1027,Pinnacle Building Services Inc.,4838.42,PO 44490,2025-02
INV-250403,2025-02-17,2025-02-17,C1035,Twinsburg Industrial Park LLC,3100.99,,2025-02
INV-250404,2025-02-17,2025-02-17,C1040,Youngstown Metal Works Inc.,3057.04,PO 48094,2025-02
INV-250405,2025-02-18,2025-02-18,C1002,Bayview Medical Center Inc.,15160.39,Standing order,2025-02
INV-250406,2025-02-18,2025-02-17,C1004,Cedar Point Facility Services,10508.68,,2025-02
INV-250407,2025-02-18,2025-02-18,C1005,Clearwater Janitorial Company,8727.13,,2025-02
INV-250408,2025-02-18,2025-02-18,C1012,Great Lakes Logistics Inc.,9550.06,Standing order,2025-02
INV-250409,2025-02-18,2025-02-18,C1013,Hamilton County Services,6109.41,,2025-02
INV-250410,2025-02-18,2025-02-17,C1018,Kent Valley Hospital,8415.03,,2025-02
INV-250411,2025-02-18,2025-02-17,C1022,Medina Auto Group,29044.29,,2025-02
INV-250412,2025-02-18,2025-02-18,C1026,Parma Community College,9274.28,Standing order,2025-02
INV-250413,2025-02-18,2025-02-18,C1026,Parma Community College,7020.01,,2025-02
INV-250414,2025-02-18,2025-02-18,C1026,Parma Community College,6271.08,PO 44300,2025-02
INV-250415,2025-02-18,2025-02-18,C1035,Twinsburg Industrial Park LLC,12909.81,,2025-02
INV-250416,2025-02-18,2025-02-18,C1035,Twinsburg Industrial Park LLC,8675.34,,2025-02
INV-250417,2025-02-18,2025-02-17,C1035,Twinsburg Industrial Park LLC,17866.17,,2025-02
INV-250418,2025-02-18,2025-02-18,C1040,Youngstown Metal Works Inc.,36423.57,Standing order,2025-02
INV-250419,2025-02-18,2025-02-18,C1040,Youngstown Metal Works Inc.,9415.61,Standing order,2025-02
INV-250420,2025-02-19,2025-02-19,C1002,Bayview Medical Center Inc.,8883.9,,2025-02
INV-250421,2025-02-19,2025-02-18,C1010,Forest City Hotels and Resorts,5162.38,,2025-02
INV-250422,2025-02-19,2025-02-19,C1010,Forest City Hotels and Resorts,11544.13,PO 49207,2025-02
INV-250423,2025-02-19,2025-02-18,C1011,Garfield Industrial Company,7214.59,,2025-02
INV-250424,2025-02-19,2025-02-18,C1012,Great Lakes Logistics Inc.,2754.62,,2025-02
INV-250425,2025-02-19,2025-02-18,C1014,Harborview Apartments LLC,11429.71,,2025-02
INV-250426,2025-02-19,2025-02-19,C1022,Medina Auto Group,7505.3,Standing order,2025-02
INV-250427,2025-02-19,2025-02-19,C1022,Medina Auto Group,16734.43,PO 42048,2025-02
INV-250428,2025-02-19,2025-02-19,C1022,Medina Auto Group,13915.85,,2025-02
INV-250429,2025-02-19,2025-02-18,C1023,Midwest Stadium Services Inc.,22926.09,,2025-02
INV-250430,2025-02-19,2025-02-19,C1025,Oak Ridge Office Parks,4838.19,PO 40727,2025-02
INV-250431,2025-02-19,2025-02-19,C1026,Parma Community College,7388.61,,2025-02
INV-250432,2025-02-19,2025-02-19,C1035,Twinsburg Industrial Park LLC,23277.72,Standing order,2025-02
INV-250433,2025-02-19,2025-02-19,C1035,Twinsburg Industrial Park LLC,5941.96,,2025-02
INV-250434,2025-02-19,2025-02-19,C1038,Westlake Commercial Cleaning Company,25451.81,,2025-02
INV-250435,2025-02-19,2025-02-19,C1038,Westlake Commercial Cleaning Company,8317.28,,2025-02
INV-250436,2025-02-19,2025-02-19,C1040,Youngstown Metal Works Inc.,1456.23,,2025-02
INV-250437,2025-02-20,2025-02-19,C1002,Bayview Medical Center Inc.,13798.22,,2025-02
INV-250438,2025-02-20,2025-02-20,C1009,Fairlawn Public Schools,4133.42,,2025-02
INV-250439,2025-02-20,2025-02-19,C1011,Garfield Industrial Company,1414.2,,2025-02
INV-250440,2025-02-20,2025-02-19,C1012,Great Lakes Logistics Inc.,3098.78,,2025-02
INV-250441,2025-02-20,2025-02-20,C1023,Midwest Stadium Services Inc.,2929.7,,2025-02
INV-250442,2025-02-20,2025-02-20,C1025,Oak Ridge Office Parks,6041.39,PO 47831,2025-02
INV-250443,2025-02-20,2025-02-20,C1025,Oak Ridge Office Parks,2949.9,Standing order,2025-02
INV-250444,2025-02-20,2025-02-20,C1026,Parma Community College,16179.5,Standing order,2025-02
INV-250445,2025-02-20,2025-02-19,C1035,Twinsburg Industrial Park LLC,2977.11,,2025-02
INV-250446,2025-02-20,2025-02-20,C1036,University Circle Services,9541.2,Standing order,2025-02
INV-250447,2025-02-20,2025-02-20,C1038,Westlake Commercial Cleaning Company,6031.23,Standing order,2025-02
INV-250448,2025-02-20,2025-02-19,C1039,Willoughby Tech Center,4508.06,PO 42765,2025-02
INV-250449,2025-02-20,2025-02-20,C1040,Youngstown Metal Works Inc.,9338.34,,2025-02
INV-250450,2025-02-21,2025-02-21,C1007,Eastgate Office Partners,14665.81,PO 42192,2025-02
INV-250451,2025-02-21,2025-02-21,C1008,Evergreen Senior Living Inc.,4045.63,,2025-02
INV-250452,2025-02-21,2025-02-20,C1011,Garfield Industrial Company,19850.99,Standing order,2025-02
INV-250453,2025-02-21,2025-02-21,C1025,Oak Ridge Office Parks,4562.85,,2025-02
INV-250454,2025-02-21,2025-02-21,C1026,Parma Community College,8975.33,Standing order,2025-02
INV-250455,2025-02-21,2025-02-21,C1027,Pinnacle Building Services Inc.,6942.04,,2025-02
INV-250456,2025-02-21,2025-02-21,C1032,Stark County Services,2427.13,Standing order,2025-02
INV-250457,2025-02-21,2025-02-21,C1038,Westlake Commercial Cleaning Company,4183.93,,2025-02
INV-250458,2025-02-21,2025-02-20,C1039,Willoughby Tech Center,3994.0,,2025-02
INV-250459,2025-02-24,2025-02-24,C1002,Bayview Medical Center Inc.,7543.71,PO 41846,2025-02
INV-250460,2025-02-24,2025-02-24,C1002,Bayview Medical Center Inc.,7944.9,Standing order,2025-02
INV-250461,2025-02-24,2025-02-23,C1011,Garfield Industrial Company,29609.32,,2025-02
INV-250462,2025-02-24,2025-02-23,C1014,Harborview Apartments LLC,32058.43,,2025-02
INV-250463,2025-02-24,2025-02-23,C1022,Medina Auto Group,18003.16,PO 42459,2025-02
INV-250464,2025-02-24,2025-02-24,C1022,Medina Auto Group,5441.57,PO 40795,2025-02
INV-250465,2025-02-24,2025-02-24,C1022,Medina Auto Group,1736.46,,2025-02
INV-250466,2025-02-24,2025-02-23,C1022,Medina Auto Group,5713.76,,2025-02
INV-250467,2025-02-24,2025-02-24,C1026,Parma Community College,29201.43,Standing order,2025-02
INV-250468,2025-02-24,2025-02-24,C1030,Sandusky Marine and Supply,10735.62,,2025-02
INV-250469,2025-02-24,2025-02-24,C1035,Twinsburg Industrial Park LLC,9971.89,,2025-02
INV-250470,2025-02-24,2025-02-24,C1038,Westlake Commercial Cleaning Company,18905.8,Standing order,2025-02
INV-250471,2025-02-24,2025-02-24,C1040,Youngstown Metal Works Inc.,3680.04,Standing order,2025-02
INV-250472,2025-02-24,2025-02-24,C1040,Youngstown Metal Works Inc.,35580.57,PO 41470,2025-02
INV-250473,2025-02-25,2025-02-24,C1014,Harborview Apartments LLC,2372.09,,2025-02
INV-250474,2025-02-25,2025-02-25,C1018,Kent Valley Hospital,7151.71,,2025-02
INV-250475,2025-02-25,2025-02-25,C1023,Midwest Stadium Services Inc.,45434.72,,2025-02
INV-250476,2025-02-25,2025-02-24,C1024,North Coast Restaurants LLC,95000.0,PO 44124,2025-02
INV-250477,2025-02-25,2025-02-25,C1025,Oak Ridge Office Parks,5111.54,,2025-02
INV-250478,2025-02-25,2025-02-25,C1031,Shaker Square Retail Partners,18646.26,Standing order,2025-02
INV-250479,2025-02-25,2025-02-24,C1031,Shaker Square Retail Partners,1634.35,,2025-02
INV-250480,2025-02-25,2025-02-25,C1035,Twinsburg Industrial Park LLC,6145.08,PO 43071,2025-02
INV-250481,2025-02-26,2025-02-26,C1002,Bayview Medical Center Inc.,11364.46,,2025-02
INV-250482,2025-02-26,2025-02-25,C1002,Bayview Medical Center Inc.,7150.42,,2025-02
INV-250483,2025-02-26,2025-02-26,C1011,Garfield Industrial Company,3792.1,,2025-02
INV-250484,2025-02-26,2025-02-26,C1011,Garfield Industrial Company,4005.43,,2025-02
INV-250485,2025-02-26,2025-02-25,C1012,Great Lakes Logistics Inc.,5426.03,,2025-02
INV-250486,2025-02-26,2025-02-26,C1015,Heritage Food Services Inc.,28440.08,,2025-02
INV-250487,2025-02-26,2025-02-26,C1018,Kent Valley Hospital,4091.91,,2025-02
INV-250488,2025-02-26,2025-02-25,C1026,Parma Community College,4898.9,,2025-02
INV-250489,2025-02-26,2025-02-25,C1028,Portage Cold Storage Company,2932.86,,2025-02
INV-250490,2025-02-26,2025-02-25,C1031,Shaker Square Retail Partners,3176.32,PO 48828,2025-02
INV-250491,2025-02-26,2025-02-26,C1035,Twinsburg Industrial Park LLC,5399.16,,2025-02
INV-250492,2025-02-26,2025-02-26,C1035,Twinsburg Industrial Park LLC,3676.42,PO 46112,2025-02
INV-250493,2025-02-26,2025-02-25,C1035,Twinsburg Industrial Park LLC,6370.02,,2025-02
INV-250494,2025-02-26,2025-02-26,C1035,Twinsburg Industrial Park LLC,20190.3,PO 47342,2025-02
INV-250495,2025-02-26,2025-02-26,C1036,University Circle Services,9742.05,,2025-02
INV-250496,2025-02-26,2025-02-25,C1040,Youngstown Metal Works Inc.,1172.38,,2025-02
INV-250497,2025-02-27,2025-02-27,C1004,Cedar Point Facility Services,3722.68,,2025-02
INV-250498,2025-02-27,2025-02-26,C1009,Fairlawn Public Schools,13943.27,PO 41907,2025-02
INV-250499,2025-02-27,2025-02-27,C1010,Forest City Hotels and Resorts,6723.07,,2025-02
INV-250500,2025-02-27,2025-02-26,C1012,Great Lakes Logistics Inc.,11072.46,,2025-02
INV-250501,2025-02-27,2025-02-27,C1018,Kent Valley Hospital,9965.96,PO 46591,2025-02
INV-250502,2025-02-27,2025-02-26,C1023,Midwest Stadium Services Inc.,12421.26,,2025-02
INV-250503,2025-02-27,2025-02-27,C1026,Parma Community College,2398.01,PO 41087,2025-02
INV-250504,2025-02-27,2025-02-26,C1038,Westlake Commercial Cleaning Company,16018.49,Standing order,2025-02
INV-250505,2025-02-28,2025-02-28,C1002,Bayview Medical Center Inc.,13834.23,PO 40832,2025-02
INV-250506,2025-02-28,2025-02-27,C1010,Forest City Hotels and Resorts,10148.26,,2025-02
INV-250507,2025-02-28,2025-02-28,C1011,Garfield Industrial Company,3064.31,Standing order,2025-02
