Inv #,Inv Date,Ship Dt,Customer,Amount,Memo
INV-250323,06-Feb-25,06-Feb-25,Bayview Medical Center Inc.,1032.24,
INV-250324,2025-02-06,2025-02-06,Evergreen Senior Living Inc.,24389.25,
INV-250325,2025-02-06,2025-02-06,Great Lakes Logistics Inc.,5866.93,
INV-250326,2025-02-06,2025-02-06,Parma Community College,27092.49,Standing order
INV-250327,02/06/2025,02/05/2025,Pinnacle Building Services Inc.,7527.77,
INV-250328,06-Feb-25,06-Feb-25,Riverside Fitness Clubs LLC  ,"$3,328.20",
INV-250329,02/06/2025,02/06/2025,University Circle Services,"$12,334.45",PO 40225
INV-250330,2025-02-06,2025-02-05,Youngstown Metal Works Inc.,52176.39,
INV-250331,2025-02-06,2025-02-05,Youngstown Metal Works Inc.,12819.79,Standing order
INV-250332,2025-02-06,2025-02-06,Youngstown Metal Works Inc.,5745.71,
INV-250333,07-Feb-25,07-Feb-25,Eastgate Office Partners,22764.64,
INV-250334,2025-02-07,2025-02-06,GARFIELD INDUSTRIAL COMPANY,20117.71,PO 48441
INV-250335,2025-02-07,2025-02-07,Garfield Industrial Company,6427.56,
INV-250336,07-Feb-25,07-Feb-25,Great Lakes Logistics Inc.,"$7,867.40",
INV-250337,07-Feb-25,07-Feb-25,Great Lakes Logistics,6583.49,
INV-250338,02/07/2025,02/07/2025,Highland Manufacturing Company,"$4,500.47",
INV-250339,2025-02-07,2025-02-06,Lorain Distribution Company,"$14,612.56",PO 45263
INV-250340,07-Feb-25,06-Feb-25,Parma Community College,1313.11,PO 40348
INV-250341,02/07/2025,02/07/2025,Sandusky Marine and Supply,4263.52,
INV-250342,02/07/2025,02/07/2025,Shaker Square Retail Partners,21467.89,
INV-250343,07-Feb-25,07-Feb-25,Tri-State Warehouse Company,"$17,812.70",
INV-250344,02/07/2025,02/07/2025,Twinsburg Industrial Park LLC,16320.78,Standing order
INV-250345,02/07/2025,02/07/2025,Willoughby Tech Center,"$8,203.10",Standing order
INV-250346,2025-02-10,2025-02-10,Delmar Janitorial Services LLC,5563.14,
INV-250347,02/10/2025,02/10/2025,Great Lakes Logistics Inc.,23726.81,
INV-250348,2025-02-10,2025-02-09,Great Lakes Logistics Inc.,"$6,774.01",
INV-250349,2025-02-10,2025-02-10,Kent Valley Hospital,3925.87,PO 43991
INV-250350,2025-02-10,2025-02-09,Oak Ridge Office Parks,"$35,818.62",
INV-250351,02/10/2025,02/10/2025,Parma Community College,"$5,387.92",
INV-250352,10-Feb-25,09-Feb-25,Sandusky Marine & Supply,"$3,366.86",PO 43084
INV-250353,02/10/2025,02/09/2025,Westlake Commercial Cleaning Co.,5190.18,
INV-250354,2025-02-10,2025-02-10,Youngstown Metal Works Inc.,12893.19,
INV-250355,2025-02-11,2025-02-10,Bayview Medical Center Inc.,"$9,319.51",PO 49945
INV-250356,2025-02-11,2025-02-11,Cedar Point Facility Services,9542.77,
INV-250357,02/11/2025,02/10/2025,Cedar Point Facility Services,"$23,564.97",
INV-250358,11-Feb-25,11-Feb-25,Clearwater Janitorial Company,6143.05,PO 45705
INV-250359,11-Feb-25,11-Feb-25,Evergreen Senior Living Inc.,15783.44,Standing order
INV-250360,02/11/2025,02/10/2025,Evergreen Senior Living Inc.,"$2,092.57",
INV-250361,02/11/2025,02/11/2025,Garfield Industrial Company,"$30,262.04",Standing order
INV-250362,02/11/2025,02/11/2025,Kent Valley Hospital,"$3,352.57",PO 40929
INV-250363,11-Feb-25,11-Feb-25,Medina Auto Group,11544.80,
INV-250364,02/11/2025,02/10/2025,Midwest Stadium Services Inc.,15027.21,
INV-250365,2025-02-11,2025-02-11,Oak Ridge Office Parks,4606.52,Standing order
INV-250366,11-Feb-25,11-Feb-25,Sandusky Marine and Supply,6544.85,
INV-250367,2025-02-11,2025-02-11,Twinsburg Industrial Park LLC,22101.39,
INV-250368,2025-02-12,2025-02-12,Bayview Medical Center Inc.,2821.73,Standing order
INV-250369,12-Feb-25,11-Feb-25,Great Lakes Logistics Inc.,5519.08,
INV-250370,12-Feb-25,11-Feb-25,Great Lakes Logistics Inc.,38033.89,
INV-250371,12-Feb-25,12-Feb-25,Highland Manufacturing Company,"$4,799.56",PO 48776
INV-250372,2025-02-12,2025-02-12,Summit Healthcare Group Inc.,6712.14,PO 42928
INV-250373,2025-02-12,2025-02-11,Twinsburg Industrial Park,"$25,204.29",
INV-250374,12-Feb-25,12-Feb-25,Youngstown Metal Works Inc.,"$10,410.20",
INV-250375,13-Feb-25,12-Feb-25,Cardinal Hospitality Group LLC,35224.75,
INV-250376,2025-02-13,2025-02-12,Cardinal Hospitality Group LLC,11101.37,Standing order
INV-250377,13-Feb-25,12-Feb-25,Cardinal Hospitality Group LLC,7673.45,Standing order
INV-250378,02/13/2025,02/13/2025,Cardinal Hospitality Group LLC,11290.20,
INV-250379,13-Feb-25,13-Feb-25,Garfield Industrial Company,"$14,630.07",
INV-250380,02/13/2025,02/13/2025,Great Lakes Logistics Inc.,"$27,219.71",Standing order
INV-250381,2025-02-13,2025-02-12,Kent Valley Hospital,7214.72,PO 45658
INV-250382,2025-02-13,2025-02-13,Maple Heights Facilities LLC,"$10,313.95",PO 49300
INV-250383,02/13/2025,02/13/2025,Summit Healthcare Group Inc.,"$6,084.38",
INV-250384,02/13/2025,02/13/2025,Twinsburg Industrial Park LLC,11972.61,
INV-250385,2025-02-13,2025-02-13,Twinsburg Industrial Park LLC,9628.05,PO 44820
INV-250386,13-Feb-25,13-Feb-25,Youngstown Metal Works Inc.,"$11,171.86",
INV-250387,02/14/2025,02/14/2025,Garfield Industrial Company,"$7,052.61",PO 46948
INV-250388,02/14/2025,02/14/2025,Medina Auto Group,"$4,306.15",
INV-250389,14-Feb-25,13-Feb-25,Medina Auto Group,10609.84,
INV-250390,14-Feb-25,14-Feb-25,Riverside Fitness Clubs,38641.46,
INV-250391,2025-02-14,2025-02-14,Sandusky Marine and Supply,"$1,284.24",
INV-250392,2025-02-14,2025-02-13,Summit Healthcare Group Inc.,23574.96,PO 42990
INV-250393,14-Feb-25,14-Feb-25,Summit Healthcare Group Inc.,6411.82,
INV-250394,02/14/2025,02/14/2025,Tri-State Warehouse Company,"$7,136.81",
INV-250395,2025-02-14,2025-02-13,Twinsburg Industrial Park,8383.41,
INV-250396,02/14/2025,02/13/2025,Westlake Commercial Cleaning Company,5748.84,Standing order
INV-250397,02/17/2025,02/17/2025,Bayview Medical Center Inc.,"$26,437.24",
INV-250398,02/17/2025,02/17/2025,Bayview Medical Center Inc.,6021.85,
INV-250399,02/17/2025,02/17/2025,Cedar Point Facility Services,5485.96,
INV-250400,02/17/2025,02/17/2025,Harborview Apartments LLC,"$4,768.69",PO 45478
INV-250401,02/17/2025,02/17/2025,Lakeshore Cleaning Services Inc.,5762.31,
INV-250402,2025-02-17,2025-02-17,Pinnacle Building Services Inc.,4838.42,PO 44490
INV-250403,2025-02-17,2025-02-17,Twinsburg Industrial Park LLC,"$3,100.99",
INV-250404,02/17/2025,02/17/2025,Youngstown Metal Works Inc.,3057.04,PO 48094
INV-250405,2025-02-18,2025-02-18,Bayview Medical Center Inc.,"$15,160.39",Standing order
INV-250406,18-Feb-25,17-Feb-25,Cedar Point Facility Services,10508.68,
INV-250407,2025-02-18,2025-02-18,Clearwater Janitorial Co.,8727.13,
INV-250408,2025-02-18,2025-02-18,Great Lakes Logistics Inc.,9550.06,Standing order
INV-250409,18-Feb-25,18-Feb-25,Hamilton County Services,6109.41,
INV-250410,2025-02-18,2025-02-17,Kent Valley Hospital,8415.03,
INV-250411,02/18/2025,02/17/2025,Medina Auto Group,29044.29,
INV-250412,02/18/2025,02/18/2025,Parma Community College,"$9,274.28",Standing order
INV-250413,2025-02-18,2025-02-18,Parma Community College,7020.01,
INV-250414,02/18/2025,02/18/2025,Parma Community College,6271.08,PO 44300
INV-250415,2025-02-18,2025-02-18,Twinsburg Industrial Park LLC,"$12,909.81",
INV-250416,2025-02-18,2025-02-18,Twinsburg Industrial Park LLC,"$8,675.34",
INV-250417,18-Feb-25,17-Feb-25,Twinsburg Industrial Park LLC,"$17,866.17",
INV-250418,02/18/2025,02/18/2025,Youngstown Metal Works Inc.,36423.57,Standing order
INV-250419,18-Feb-25,18-Feb-25,Youngstown Metal Works Inc.,9415.61,Standing order
INV-250420,2025-02-19,2025-02-19,Bayview Medical Center Inc.,8883.90,
INV-250421,2025-02-19,2025-02-18,Forest City Hotels and Resorts,5162.38,
INV-250422,19-Feb-25,19-Feb-25,Forest City Hotels and Resorts,11544.13,PO 49207
INV-250423,02/19/2025,02/18/2025,Garfield Industrial Company,"$7,214.59",
INV-250424,02/19/2025,02/18/2025,Great Lakes Logistics Inc.,2754.62,
INV-250425,19-Feb-25,18-Feb-25,Harborview Apartments LLC,11429.71,
INV-250426,2025-02-19,2025-02-19,Medina Auto Group,"$7,505.30",Standing order
INV-250427,2025-02-19,2025-02-19,Medina Auto Group,16734.43,PO 42048
INV-250428,2025-02-19,2025-02-19,Medina Auto Group,13915.85,
INV-250429,2025-02-19,2025-02-18,Midwest Stadium Services Inc.,22926.09,
INV-250430,02/19/2025,02/19/2025,Oak Ridge Office Parks,4838.19,PO 40727
INV-250431,2025-02-19,2025-02-19,Parma Community College,7388.61,
INV-250432,02/19/2025,02/19/2025,Twinsburg Industrial Park LLC,"$23,277.72",Standing order
INV-250433,02/19/2025,02/19/2025,Twinsburg Industrial Park LLC,"$5,941.96",
INV-250434,02/19/2025,02/19/2025,Westlake Commercial Cleaning Company,25451.81,
INV-250435,19-Feb-25,19-Feb-25,Westlake Commercial Cleaning Company,8317.28,
INV-250436,19-Feb-25,19-Feb-25,Youngstown Metal Works Inc.,1456.23,
INV-250437,2025-02-20,2025-02-19,Bayview Medical Center Inc.,"$13,798.22",
INV-250438,20-Feb-25,20-Feb-25,Fairlawn Public Schools,"$4,133.42",
INV-250439,2025-02-20,2025-02-19,Garfield Industrial Company,1414.20,
INV-250440,02/20/2025,02/19/2025,Great Lakes Logistics Inc.,3098.78,
INV-250441,2025-02-20,2025-02-20,Midwest Stadium Services Inc.,"$2,929.70",
INV-250442,20-Feb-25,20-Feb-25,Oak Ridge Office Parks,"$6,041.39",PO 47831
INV-250443,2025-02-20,2025-02-20,Oak Ridge Office Parks,2949.90,Standing order
INV-250444,20-Feb-25,20-Feb-25,Parma Community College,16179.50,Standing order
INV-250445,02/20/2025,02/19/2025,Twinsburg Industrial Park LLC,"$2,977.11",
INV-250446,02/20/2025,02/20/2025,University Circle Services,9541.20,Standing order
INV-250447,2025-02-20,2025-02-20,Westlake Commercial Cleaning Company,6031.23,Standing order
INV-250448,20-Feb-25,19-Feb-25,Willoughby Tech Center,4508.06,PO 42765
INV-250449,02/20/2025,02/20/2025,Youngstown Metal Works Inc.,9338.34,
INV-250450,2025-02-21,2025-02-21,Eastgate Office Partners,14665.81,PO 42192
INV-250451,2025-02-21,2025-02-21,Evergreen Senior Living Inc.,"$4,045.63",
INV-250452,21-Feb-25,20-Feb-25,Garfield Industrial Company,"$19,850.99",Standing order
INV-250453,02/21/2025,02/21/2025,Oak Ridge Office Parks,4562.85,
INV-250454,21-Feb-25,21-Feb-25,Parma Community College,"$8,975.33",Standing order
INV-250455,21-Feb-25,21-Feb-25,Pinnacle Building Services Inc.  ,"$6,942.04",
INV-250456,21-Feb-25,21-Feb-25,Stark County Services,2427.13,Standing order
INV-250457,02/21/2025,02/21/2025,Westlake Commercial Cleaning Company,4183.93,
INV-250458,2025-02-21,2025-02-20,Willoughby Tech Center,"$3,994.00",
INV-250459,02/24/2025,02/24/2025,BAYVIEW MEDICAL CENTER INC.,7543.71,PO 41846
INV-250460,24-Feb-25,24-Feb-25,Bayview Medical Center Inc.,7944.90,Standing order
INV-250461,02/24/2025,02/23/2025,Garfield Industrial Company,29609.32,
INV-250462,24-Feb-25,23-Feb-25,Harborview Apartments LLC,32058.43,
INV-250463,24-Feb-25,23-Feb-25,Medina Auto Group,"$18,003.16",PO 42459
INV-250464,02/24/2025,02/24/2025,Medina Auto Group,5441.57,PO 40795
INV-250465,02/24/2025,02/24/2025,Medina Auto Group,1736.46,
INV-250466,2025-02-24,2025-02-23,Medina Auto Group  ,"$5,713.76",
INV-250467,02/24/2025,02/24/2025,Parma Community College,29201.43,Standing order
INV-250468,2025-02-24,2025-02-24,Sandusky Marine and Supply,10735.62,
INV-250469,02/24/2025,02/24/2025,Twinsburg Industrial Park LLC,"$9,971.89",
INV-250470,2025-02-24,2025-02-24,Westlake Commercial Cleaning Company,18905.80,Standing order
INV-250471,02/24/2025,02/24/2025,Youngstown Metal Works Inc.,"$3,680.04",Standing order
INV-250472,24-Feb-25,24-Feb-25,Youngstown Metal Works Inc.,35580.57,PO 41470
INV-250473,2025-02-25,2025-02-24,Harborview Apartments LLC,2372.09,
INV-250474,02/25/2025,02/25/2025,Kent Valley Hospital,7151.71,
INV-250475,2025-02-25,2025-02-25,Midwest Stadium Services Inc.,"$45,434.72",
INV-250476,25-Feb-25,24-Feb-25,North Coast Restaurants LLC,"$95,000.00",PO 44124
INV-250477,2025-02-25,2025-02-25,Oak Ridge Office Parks,"$5,111.54",
INV-250478,25-Feb-25,25-Feb-25,Shaker Square Retail Partners,"$18,646.26",Standing order
INV-250479,02/25/2025,02/24/2025,Shaker Square Retail Partners,1634.35,
INV-250480,25-Feb-25,25-Feb-25,Twinsburg Industrial Park LLC,6145.08,PO 43071
INV-250481,2025-02-26,2025-02-26,Bayview Medical Center Inc.,"$11,364.46",
INV-250482,2025-02-26,2025-02-25,Bayview Medical Center Inc.,7150.42,
INV-250483,02/26/2025,02/26/2025,Garfield Industrial Company,"$3,792.10",
INV-250484,2025-02-26,2025-02-26,Garfield Industrial Company,"$4,005.43",
INV-250485,2025-02-26,2025-02-25,Great Lakes Logistics Inc.,"$5,426.03",
INV-250486,02/26/2025,02/26/2025,Heritage Food Services Inc.,28440.08,
INV-250487,26-Feb-25,26-Feb-25,Kent Valley Hospital,4091.91,
INV-250488,26-Feb-25,25-Feb-25,Parma Community College,"$4,898.90",
INV-250489,02/26/2025,02/25/2025,Portage Cold Storage Company,2932.86,
INV-250490,26-Feb-25,25-Feb-25,Shaker Square Retail Partners,3176.32,PO 48828
INV-250491,26-Feb-25,26-Feb-25,Twinsburg Industrial Park LLC,5399.16,
INV-250492,2025-02-26,2025-02-26,Twinsburg Industrial Park LLC,3676.42,PO 46112
INV-250493,2025-02-26,2025-02-25,Twinsburg Industrial Park LLC,"$6,370.02",
INV-250494,2025-02-26,2025-02-26,Twinsburg Industrial Park LLC,20190.30,PO 47342
INV-250495,26-Feb-25,26-Feb-25,University Circle Services,9742.05,
INV-250496,26-Feb-25,25-Feb-25,Youngstown Metal Works Inc.,1172.38,
INV-250497,2025-02-27,2025-02-27,Cedar Point Facility Services,3722.68,
INV-250498,27-Feb-25,26-Feb-25,Fairlawn Public Schools,13943.27,PO 41907
INV-250499,27-Feb-25,27-Feb-25,Forest City Hotels and Resorts,6723.07,
INV-250500,02/27/2025,02/26/2025,Great Lakes Logistics Inc.,11072.46,
INV-250501,02/27/2025,02/27/2025,Kent Valley Hospital,"$9,965.96",PO 46591
INV-250502,27-Feb-25,26-Feb-25,Midwest Stadium Services Inc.,12421.26,
INV-250503,2025-02-27,2025-02-27,Parma Community College,2398.01,PO 41087
INV-250504,27-Feb-25,26-Feb-25,Westlake Commercial Cleaning Company,"$16,018.49",Standing order
INV-250505,02/28/2025,02/28/2025,Bayview Medical Center Inc.,13834.23,PO 40832
INV-250506,2025-02-28,2025-02-27,Forest City Hotels and Resorts,10148.26,
INV-250507,2025-02-28,2025-02-28,Garfield Industrial Company,3064.31,Standing order
INV-250508,28-Feb-25,28-Feb-25,Garfield Industrial Company,"$2,395.02",
INV-250509,28-Feb-25,28-Feb-25,GARFIELD INDUSTRIAL COMPANY,"$8,553.09",PO 43810
INV-250510,2025-02-28,2025-02-28,GREAT LAKES LOGISTICS INC.,2962.89,
INV-250511,02/28/2025,02/27/2025,Medina Auto Group,27331.01,Standing order
INV-250512,2025-02-28,2025-02-27,Medina Auto Group,"$8,363.66",PO 48482
INV-250513,2025-02-28,2025-02-28,Medina Auto Group,21710.32,
INV-250514,28-Feb-25,27-Feb-25,Oak Ridge Office Parks,16714.29,
INV-250515,28-Feb-25,28-Feb-25,Parma Community College,21094.84,
INV-250516,28-Feb-25,28-Feb-25,Sandusky Marine and Supply,7943.77,Standing order
INV-250517,2025-02-28,2025-02-27,Twinsburg Industrial Park LLC,18463.54,PO 48903
INV-250518,28-Feb-25,28-Feb-25,Valley View Hotels Inc.,8865.13,
INV-250519,02/28/2025,02/28/2025,Westlake Commercial Cleaning Company,"$16,262.79",Standing order
INV-250520,02/28/2025,02/28/2025,Youngstown Metal Works Inc.,"$4,199.98",
,,,Subtotal - Feb 2025,"$2,759,407.95",
INV-250521,03-Mar-25,03-Mar-25,BAYVIEW MEDICAL CENTER INC.,"$10,579.12",
INV-250522,03/03/2025,03/03/2025,Evergreen Senior Living Inc.,12679.01,
INV-250523,03-Mar-25,02-Mar-25,Forest City Hotels and Resorts,7249.08,PO 44341
INV-250524,03-Mar-25,03-Mar-25,Great Lakes Logistics Inc.,"$18,516.76",
INV-250525,03-Mar-25,03-Mar-25,Lakeshore Cleaning Services Inc.,"$2,640.55",
INV-250526,2025-03-03,2025-03-02,Lorain Distribution Company,"$17,219.05",
INV-250527,2025-03-03,2025-03-03,Medina Auto Group,14693.96,
INV-250528,03-Mar-25,03-Mar-25,Pinnacle Building Services Inc.,"$12,939.56",PO 41856
INV-250529,03/03/2025,03/02/2025,Twinsburg Industrial Park LLC,"$3,908.29",
INV-250530,03/03/2025,03/03/2025,Westlake Commercial Cleaning Company,22199.90,
INV-250531,2025-03-03,2025-03-03,Youngstown Metal Works Inc.,8117.15,
INV-250532,03/03/2025,03/03/2025,Youngstown Metal Works Inc.,5724.42,PO 44748
INV-250533,03/03/2025,03/03/2025,Youngstown Metal Works Inc.,24331.94,
INV-250534,2025-03-04,2025-03-03,Bayview Medical Center Inc.,18234.60,Standing order
INV-250535,04-Mar-25,04-Mar-25,Evergreen Senior Living Inc.,11284.07,Standing order
INV-250536,2025-03-04,2025-03-03,Garfield Industrial Company,7471.10,
INV-250537,04-Mar-25,04-Mar-25,Heritage Food Services Inc.,19378.02,
INV-250538,2025-03-04,2025-03-04,Portage Cold Storage Company,19444.81,Standing order
INV-250539,2025-03-04,2025-03-04,Sandusky Marine and Supply,2943.36,PO 49206
INV-250540,04-Mar-25,03-Mar-25,University Circle Services,23201.53,
INV-250541,2025-03-04,2025-03-03,Youngstown Metal Works Inc.,15487.66,
INV-250542,04-Mar-25,04-Mar-25,Youngstown Metal Works Inc.,"$6,642.86",PO 48912
INV-250543,03/05/2025,03/05/2025,Bayview Medical Center Inc.,1112.79,
INV-250544,05-Mar-25,05-Mar-25,Bayview Medical Center,"$7,687.29",Standing order
INV-250545,05-Mar-25,05-Mar-25,Forest City Hotels and Resorts,4730.38,Standing order
INV-250546,03/05/2025,03/05/2025,Harborview Apartments LLC,1383.14,
INV-250547,03/05/2025,03/05/2025,Kent Valley Hospital,"$5,331.09",
INV-250548,2025-03-05,2025-03-04,North Coast Restaurants LLC,4672.24,
INV-250549,2025-03-05,2025-03-05,Youngstown Metal Works Inc.,6384.84,
INV-250550,2025-03-05,2025-03-05,Youngstown Metal Works Inc.,"$5,452.96",
INV-250551,2025-03-06,2025-03-06,Cedar Point Facility Services,5058.62,Standing order
INV-250552,03/06/2025,03/06/2025,Clearwater Janitorial Company,36876.26,Standing order
INV-250553,06-Mar-25,05-Mar-25,Great Lakes Logistics Inc.,"$5,669.94",
INV-250554,2025-03-06,2025-03-06,Harborview Apartments LLC  ,"$20,452.43",
INV-250555,06-Mar-25,06-Mar-25,Heritage Food Services Inc.,"$27,648.17",
INV-250556,2025-03-06,2025-03-06,Ironwood Property Services,13000.31,
INV-250557,03/06/2025,03/06/2025,Lorain Distribution Company,5735.33,
INV-250558,03/06/2025,03/06/2025,Lorain Distribution Company,"$1,979.36",PO 40761
INV-250559,2025-03-06,2025-03-06,Midwest Stadium Services Inc.,"$13,869.27",
INV-250560,06-Mar-25,06-Mar-25,Midwest Stadium Services Inc.,"$7,413.86",
INV-250561,06-Mar-25,05-Mar-25,Summit Healthcare Group Inc.,2075.77,
INV-250562,2025-03-06,2025-03-06,Willoughby Tech Center,"$4,299.49",
INV-250563,03/06/2025,03/06/2025,Youngstown Metal Works Inc.,12170.55,PO 42025
INV-250564,06-Mar-25,05-Mar-25,Youngstown Metal Works Inc.,14293.80,Standing order
INV-250565,06-Mar-25,06-Mar-25,Youngstown Metal Works Inc.,3853.47,Standing order
INV-250566,07-Mar-25,07-Mar-25,Cedar Point Facility Services,6249.27,PO 46632
INV-250567,03/07/2025,03/07/2025,Cedar Point Facility Svcs,"$17,115.65",
INV-250568,07-Mar-25,06-Mar-25,Evergreen Senior Living Inc.,"$16,426.84",
INV-250569,03/07/2025,03/07/2025,Garfield Industrial Company,10916.38,Standing order
INV-250570,07-Mar-25,07-Mar-25,Medina Auto Group,10831.48,
INV-250571,07-Mar-25,07-Mar-25,Midwest Stadium Services Inc.,7097.03,Standing order
INV-250572,2025-03-07,2025-03-07,Oak Ridge Office Parks,21688.02,
INV-250573,07-Mar-25,07-Mar-25,Parma Community College,8012.77,
INV-250574,2025-03-07,2025-03-07,Portage Cold Storage Company,"$6,126.53",
INV-250575,07-Mar-25,07-Mar-25,Twinsburg Industrial Park LLC,16705.12,PO 46863
INV-250576,03/07/2025,03/07/2025,Youngstown Metal Works Inc.,23759.33,PO 40190
INV-250577,2025-03-07,2025-03-06,Youngstown Metal Works Inc.,4907.68,
INV-250578,2025-03-07,2025-03-07,Youngstown Metal Works Inc.,6494.18,Standing order
INV-250579,10-Mar-25,10-Mar-25,Cedar Point Facility Services,10194.60,
INV-250580,2025-03-10,2025-03-10,Evergreen Senior Living Inc.,"$4,773.85",Standing order
INV-250581,03/10/2025,03/09/2025,Forest City Hotels and Resorts,3115.62,PO 40630
INV-250582,03/10/2025,03/10/2025,Garfield Industrial Company,1536.33,Standing order
INV-250583,10-Mar-25,09-Mar-25,Great Lakes Logistics Inc.,2898.44,PO 40993
INV-250584,2025-03-10,2025-03-09,Great Lakes Logistics Inc.,31383.71,
INV-250585,10-Mar-25,10-Mar-25,Heritage Food Services Inc.  ,13209.79,PO 44769
INV-250586,2025-03-10,2025-03-10,Highland Manufacturing Company,9552.05,
INV-250587,2025-03-10,2025-03-10,Kent Valley Hospital,4867.27,
INV-250588,2025-03-10,2025-03-10,Lakeshore Cleaning Services Inc.,4310.99,
INV-250589,10-Mar-25,09-Mar-25,Oak Ridge Office Parks,19277.83,Standing order
INV-250590,03/10/2025,03/10/2025,Portage Cold Storage Company,9438.10,
INV-250591,2025-03-10,2025-03-10,Twinsburg Industrial Park LLC,7960.46,
INV-250592,11-Mar-25,11-Mar-25,Evergreen Senior Living Inc.,11138.93,
INV-250593,2025-03-11,2025-03-10,Great Lakes Logistics Inc.,22788.56,
INV-250594,2025-03-11,2025-03-10,Highland Manufacturing Company,25438.14,
INV-250595,2025-03-11,2025-03-10,Kent Valley Hospital,1575.91,PO 47616
INV-250596,2025-03-11,2025-03-11,Kent Valley Hospital,"$23,137.68",
INV-250597,11-Mar-25,10-Mar-25,Kent Valley Hospital,"$5,651.06",
